"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"103363","Smoothie multilégume & fruits",0.5,0.5,4.5,4.5,1.1,0.5,0.2480315
"103372","smoothie purple",0,0,13,12,1,0.6,0
"103375","Smoothie rose PommPoire & Betterave",0,0,11,10,1,0.4,0
"103377","Smoothie Strwb&ban 250ml",0,0,12,10,0.7,0.6,0
"103378","Smoothie super Berry",1.9,1,14.8,9.4,0.6,2.3,0.01968504
"103383","Smooze100% Natural Fruit IcCoconut + Pineapple",3.08,3.08,18.46,18.46,1.5,1.54,0.008
"103385","Smores Cookies",13.79,8.62,60.34,34.48,1.7,5.17,0.483
"103390","Smothered Chicken Rice Mix",1.11,0,75.56,2.22,4.4,8.89,1.822
"103397","SnacCashew Trail Mix Bar",27.5,11.25,47.5,7.5,15,17.5,0.35
"103398","Snack",18.125,12.5,31.25,23.75,2.5,7.5,0.1365
"103399","Snack'Lait Cacao",24.1,17.6,52.6,31.3,3.4,6.5,0.16
"103401","Snack-Mix au goût de paprika",25,3,63,2.5,2,6,1.377953
"103402","Snack 4 Friends",21.3,2.6,61,2.5,3,8.7,0.7086614
"103403","Snack au fromage et aux oignons",17,3,61,0.7,2,10,1.102362
"103406","Snack BarBanana Bread",8.57,0,71.43,25.71,11.4,5.71,0.429
"103410","Snack Bites",31.665,10,28.33,11.665,3.35,15,0.8835
"103415","Snack Bites SausagPepperoni",33.33,11.67,3.33,0,0,16.67,1.267
"103417","Snack Box",21.18,4.71,20.59,5.88,3.5,18.82,0.359
"103419","Snack Box Lemon Drizzle Flapjack",24,8.7,54,26,5.8,5.9,0.2598425
"103420","Snack BreakSharp Cheddar Cheese With Cranberries And Cashew Pieces",27.91,11.63,23.26,16.28,2.3,20.93,0.465
"103422","Snack CakeChocolate Chip",21.43,11.43,61.43,44.29,1.4,2.86,0.257
"103424","Snack Cheese",20.86,8.78,12.11333,8.816667,0,10.96667,1.639667
"103425","Snack cheese di mais",25,11,60,4.5,1.8,7,0.984252
"103426","Snack CheesMozzarella & Parmesan",25,14.58,4.17,0,0,25,0.75
"103427","Snack CheesSharp Cheddar Cheese",32.14,17.86,3.57,0,0,25,0.643
"103430","Snack Choco MilWafer BiscuiMilk Chocolate",33.33,23.33,56.67,40,3.3,3.33,0.133
"103432","Snack CrackeChicken",20,0,60,6.67,3.3,6.67,0.833
"103433","Snack CrackerCheddar Cheese",32.14,21.43,42.86,0,0,17.86,0.929
"103434","Snack CrackerGarlic",16.67,3.33,63.33,3.33,0,10,1.667
"103436","Snack CrackerOriginal",13.33,3.33,53.33,3.33,0,6.67,1.467
"103438","Snack Crackers Rich & Crisp",21.43,3.57,64.29,7.14,0,7.14,0.893
"103440","Snack CrackerSalted",25,6.25,62.5,6.25,0,6.25,0.656
"103444","Snack CuApple & Peanut Butter",14.09,2.35,17.45,10.07,4.7,6.04,0.114
"103446","Snack de pommes de terre au goût de chili",30,2.5,57,2,3.5,4,0.7086614
"103448","Snack FarAssorted Fruit Slices",0,0,83.33,61.9,0,0,0.048
"103457","Snack goût Tomates",29,3.5,49,7.5,5.5,11.1,0.9566929
"103462","Snack Méditerranéen - Pain Grillé à l'Ail et au Persil",25.9,3.2,57.7,2.6,3,8.5,0.7086614
"103468","Snack MiChipotle Honey Bbq",39.29,21.43,42.86,7.14,7.1,7.14,0.786
"103469","Snack MiMango Tango",30,6.67,53.33,30,3.3,13.33,0.217
"103471","Snack mix",0.6,0.1,79,59,3.6,3,0.01102362
"103472","Snack Mix",26.89222,6.417778,58.28111,10.30889,5.588889,9.912222,0.9172222
"103476","Snack Pack",32.47,10.39,6.49,1.3,3.9,23.38,0.805
"103477","Snack Pack Jelly Belly Tropical Mix [boite De 1...",0.2,0.1,90,59.6,0.1,0.1,0
"103478","Snack Pack Pudding Vanilla",3.26,1.63,19.6,13,1.09,1.09,0.12
"103479","Snack Pack Tapioca Pudding",2.72,1.63,21.7,14.1,1.09,1.09,0.136
"103481","Snack PaSnacFalafel",25,11.79,58.93,3.57,0,9.29,0.621
"103482","Snack Pie",18.58,9.73,51.33,24.78,0.9,2.65,0.451
"103484","Snack Poppé",8.7,0.8,58.5,10.3,7,18.1,0.8661417
"103489","Snack poppé saveur paprika",8.9,0.8,58.4,8.8,7,18.2,0.7043307
"103492","Snack SensationBeef Bite Combo",10.07,4.32,15.11,6.47,1.4,6.47,0.489
"103493","Snack SensationFruit & Swiss BitePeanut Butter",14.08,4.93,14.08,9.15,2.8,9.15,0.12
"103495","Snack Size Milk Chocolate English Toffee Bar",32.56,16.28,62.79,60.47,2.3,2.33,0.349
"103497","Snack Soja saveur Barbecue",8.6,0.8,59,10.2,7,18,0.7086614
"103498","Snack Stick",32.14,12.5,7.14,0,3.6,25,1.536
"103499","Snack Sticks",27.68,11.605,2.68,1.785,0,16.965,1.116
"103500","Snack Sticks With Hot Wing Seasoning",25,8.93,3.57,3.57,0,17.86,1.214
"103505","Snack Wheats Crackers",16.13,3.23,70.97,12.9,6.4,6.45,0.742
"103506","SnackAnimal CrackerOriginal",7.14,3.57,82.14,25,3.6,10.71,0.786
"103507","SnackAnimal Crackers",5.36,1.79,78.57,28.57,3.6,7.14,0.714
"103508","Snackbiscotto ai mirtilli rossi con crema con yogurt magro",18.5,7.5,62.7,24,8.2,7,0.2952756
"103514","Snacker CutNatural Pepper Jack Cheese Slices",28.57,17.86,3.57,0,0,25,0.607
"103517","SnackerChili Cheese Dip",12.96,7.41,3.7,0,0,7.41,0.667
"103520","SnackerNacho Cheese",23.53,5.88,11.76,8.82,0,5.88,1.5
"103523","SnackerPumpkin Seed Cheddar",17.86,5.36,53.57,0,10.7,14.29,0.607
"103524","SnackerPumpkin Seeds",46.43,7.14,10.71,0,0,28.57,1.429
"103526","Snackers Wheat",4,0,8,3,1,2,0.06299213
"103527","SnackerSeedlander",16.07,3.57,60.71,10.71,10.7,14.29,0.482
"103528","SnackerSour Neon Bears",0,0,71.43,52.38,0,7.14,0.036
"103530","snacketti",20,1.5,67,4.5,1.5,4.5,1.299213
"103539","SnackimalCookieDouble Chocolate",15,3.33,76.67,30,6.7,6.67,0.417
"103540","SnackimalCookieOatmeal",17.86,0,57.14,21.43,3.6,3.57,0.429
"103542","SnackimalCookieVanilla",14.29,0,57.14,17.86,0,7.14,0.214
"103549","Snacking Cubes",28.57,17.86,0,0,0,25,1.214
"103550","Snacking Cubes Sharp Provolone Cheese",32.14,17.86,0,0,0,25,1.143
"103558","SnackRedskin PeanutSalted",53.57,8.93,14.29,3.57,10.7,28.57,0.321
"103560","SnackRoasted Salted Peanuts",53.57,8.93,14.29,3.57,10.7,28.57,0.321
"103565","Snacks Bars",26.67,6.67,42.22,22.22,6.7,15.56,0.511
"103566","Snacks Belts",2.5,0,82.5,67.5,0,2.5,0.03
"103572","Snacks gout bacon",25,2.2,58.5,2.7,3.2,7.6,1.476378
"103577","Snacks Goût Tomate",32.5,3.5,57,8,0,11,0.9448819
"103579","Snacks Nuts Heart Healthy",54.84,6.45,19.35,3.23,9.7,22.58,0.129
"103583","Snacks saveur Paprika",30,2.6,53,2.2,2.7,3.8,1.4
"103584","Snacks Soufflés 3D TokapNature",28.2,2.8,55,4,3,6,0.8188976
"103585","Snacks Takis Foc XXL 150G",28,8.1,62,9,5.4,5.6,1.102362
"103586","SnackSquarz Chocolate Cream Filled Mini Wafers",30.3,27.27,60.61,33.33,6.1,6.06,0.179
"103587","SnackSquarz Cream Filled Mini WafeChocolate",30.3,27.27,60.61,33.33,6.1,6.06,0.179
"103588","SnackSquarz Cream Filled Mini WaferCaramel",30.3,27.27,57.58,33.33,9.1,9.09,0.209
"103589","SnackSquarz Cream Filled Mini WaferChocolate",28.57,25.71,57.14,31.43,5.7,5.71,0.169
"103594","SnacSweet & Salty Trail Mix",36.84,13.16,39.47,2.63,7.9,18.42,0.632
"103596","Snail Bean Paste Soup Sauce",1.92,0.38,9.23,3.08,0.8,11.54,2.7
"103597","Snak GluSour Worms",0,0,87.5,45,0,2.5,0.025
"103598","Snak Paks Mini Oreo",6,2,22,22,1,1,0.05314961
"103603","Snap Pea Stir Fry Vegetable Blend",0,0,7.06,3.53,2.4,1.18,0.018
"103604","Snap Peas + Carrot Chips With Ginger Hoisin Dip",3.52,0,21.13,14.79,2.1,1.41,0.542
"103606","Snapea Crisps",13,1.1,48,2.2,13,18,0.29
"103607","SnapperCrunchy And Salty And Sweet Peanut Pretzel",12.5,8.75,62.5,27.5,2.5,5,0.162
"103609","SnapperPeanut PretzeCrunchy And Salty And Sweet",20,7.5,50,25,2.5,7.5,0.275
"103613","Snatt's Palitos De Trigo Con Queso",22,3.6,57,1.9,4,12,0.7480315
"103618","Snicker Doodle Cookie Dough",16.07,12.5,60.71,35.71,3.6,7.14,0.446
"103623","Snickerdoodle Bunny CookieCinnamon Sugar",15,6.67,73.33,30,3.3,6.67,0.267
"103624","Snickerdoodle Cokies",18.15,12.1,58.47,30.24,0,4.03,0.171
"103627","Snickerdoodle Cookie Bar Mix",0,0,87.1,51.61,3.2,3.23,0.242
"103628","Snickerdoodle Cookie Dough",21.24,10.855,57.515,30.545,0,3.1,0.412
"103629","Snickerdoodle Cookie Spread",37.84,8.11,59.46,43.24,0,2.7,0.122
"103631","Snickerdoodle Cupcakes",21.13,6.34,53.52,45.07,0,2.82,0.254
"103632","Snickerdoodle Gourmet Cookie Dough",21.43,12.5,57.14,32.14,0,7.14,0.357
"103633","Snickerdoodle Gourmet Cookies",17.86,10.71,64.29,32.14,0,3.57,0.411
"103634","Snickerdoodle Non-Dairy Frozen DesserCashew Milk",11.76,2.35,28.24,23.53,1.2,2.35,0.053
"103638","Snickers Minis 275 GR",23,8,61,52,0,8.6,0.2480315
"103640","SnikiddBaked FriePotato Corn SnackBold Buffalo",16.07,1.79,71.43,7.14,3.6,7.14,0.643
"103651","SnoqualmiAll Natural CustarBrown Butter Sugar Cookie",14.78,8.7,26.09,20,0,3.48,0.109
"103652","SnoqualmiAll Natural CustarBrown Sugar Cookie Dough",13.91,7.83,26.96,22.61,0,3.48,0.052
"103655","Snow'Bumble BeCorn Chowder Condensed",1.59,0,14.29,2.38,1.6,0.79,0.476
"103658","Snow'Bumble BeSea Clam Juice",0,0,0,0,0,6.67,0.3
"103660","Snow'Clam Chowder Condensed",1.22,0,11.38,0.81,0,2.44,0.545
"103661","Snow'Clam Juice",0,0,0,0,0,0,0.2
"103663","Snow'Ocean Classics Minced Clams In A Clam Juice",0,0,3.57,0,0,7.14,0.571
"103673","Snow FlakeFalafel",19.05,7.14,66.67,4.76,4.8,9.52,0.571
"103674","Snow FlakeOnion",16.67,7.14,66.67,0,4.8,9.52,0.571
"103681","Snowflake Cookies",13.95,8.14,76.74,46.51,2.3,4.65,0.465
"103683","Snowflake Pretzels",18.42333,16.54,70.69667,43.61667,0,5.996667,0.424
"103684","Snowflake PretzelVanilla & Peppermint Yogurt",17.14,14.29,71.43,40,2.9,5.71,0.714
"103688","Snowman Low Fat Ice Cream",3.06,2.04,28.57,22.45,0,4.08,0.061
"103689","Snowman Milk Chocolate",37.5,22.5,55,50,2.5,7.5,0.088
"103696","Snyder Of BerliCheese Curls",42.86,5.36,50,3.57,0,3.57,1.071
"103697","Snyder Of BerliPop CorCheese",42.86,7.14,42.86,7.14,7.1,7.14,1.143
"103698","Snyder Of BerliPopcorBursting With Real Cheese",42.86,7.14,42.86,7.14,7.1,7.14,1.143
"103699","Snyder Of BerliPotato ChipSweet 'N Sassy Bbq",35.71,5.36,50,7.14,3.6,7.14,0.643
"103705","So Crazy finement pétillant saveur pêche",0.1,0.1,5.7,5.7,0,0.1,0.003937008
"103706","So Crisp Pita ChipCinnamon Sugar",21.43,1.79,64.29,10.71,3.6,10.71,0.571
"103707","So DeliciouAlmond MilVanilla Minis",13.46,5.77,34.62,15.38,5.8,1.92,0.077
"103711","So FaAlmond Toffee Bar",21.43,10.71,57.14,39.29,3.6,3.57,0.261
"103714","So Good Soy Milk",3,1,5,2,0.3,3,0
"103716","Só Maçã",0,0,10.6,10.6,0,0.2,0.004
"103717","So NaturaApple Freeze Dried Slices",0,0,75,10,5,0,0
"103718","So Organic Cranberries",0.7,0.1,82.8,72.1,3.8,0.5,0.003937008
"103726","Soba Stir-Fry Noodles",0.5,0,30,1,3,6,0.025
"103730","Sobaos pasiegos y quesadas",25.9,6.3,25.9,19.1,9.3,6.3,0.1968504
"103731","Socca chips",40,4.7,30,2,8.9,15,0.7480315
"103732","Social Club Original",17.3,8,70,8,1.4,8,0.697
"103733","Sockarooni Pasta Sauce",0.81,0,9.68,5.65,2.4,2.42,0.371
"103734","Sockeye SalmoAlderwood Smoked",10.71,1.79,1.79,1.79,0,25,1.107
"103740","Sockeye Smoked Salmon",14.29,3.12,1.79,1.79,0,23.21,0.714
"103742","Socrisp Pita Chips",25,1.79,57.14,3.57,3.6,10.71,0.75
"103743","Socrisp Pita ChipSea Salt",25,1.79,60.71,3.57,3.6,10.71,0.821
"103745","Soda à l'orange de l'Etna",0,0,11.5,11.5,0,0,0.1181102
"103747","Soda agrumes Dia",0.1,0,7.6,7.6,0,0,0.01
"103753","Soda CassiAçaï & Menthe",0,0,8,8,0,0,0
"103756","Soda Cola",0,0,3.5,3.5,0,0,0
"103758","Soda cola zero",0,0,0.5,0,0,0,0.01181102
"103761","Soda Finley Pamplemousse Orange Sanguine 1L Soda Finley Pamplemousse Orange Sanguine 1L",0,0,4.6,4.6,0,0,0
"103764","Soda Mirinda Goût Citron",0,0,11.7,11.7,0,0,0.003937008
"103765","Soda Mix concentré Cola Light",0,0,0,0,0,0.7,0.024
"103766","Soda mix concentré cola sans sucres",0,0,0,0,0,0,0.004
"103769","Soda naturel",0,0,8,8,0,0,0
"103770","Soda orange",0.03666667,0.03333333,6.133333,6.133333,0.04333333,0.05666667,0.01574934
"103774","Soda ShaOrange Cream SodOrange",0,0,10,10,0,0,0.004
"103776","soda water",0.25,0.05,0.25,0.25,0.25,0.25,0.01572402
"103780","sodastream - saveur thé pêche",0,0,81.6,81.6,0,0,0.264
"103781","Sodastream - Sirop Orange (500 Ml)",0,0,79,71,0,0,0.3385827
"103782","Sodastream concentré Saveur Limonade",0,0,3.9,3.9,0,0,0.0157
"103783","Sodastream saveur Limonade",0,0,0,0,0,0,0.2480315
"103784","Sodastream saveur mojito",0,0,82,82,0,0,0.1968504
"103787","Sodastream Water Mix saveur Pomme Verte",0,0,4.4,4.4,0,0,0
"103788","Sodium Style Cheddar Dip",9.68,3.23,12.9,3.23,0,3.23,0.774
"103790","Sof'EllTropical Bundt Cake Mix",0,0,85,45,2.5,5,0.425
"103791","Sof-Twist Giant White Enriched Bread",3.85,0,46.15,3.85,0,7.69,0.5
"103792","SofellApple Bread Pudding Mix",0,0,96.15,61.54,3.8,0,0.404
"103796","Sofia The First Milk Chocolate Hearts",28.57,16.67,64.29,61.9,2.4,4.76,0.048
"103802","Soft-Baked Cookies",14,4,72,32,0,4,0.38
"103803","Soft-Baked Dutch Cocoa Cookies",16,4,68,28,0,4,0.32
"103805","Soft-Baked Oatmeal Bars",18.42,1.32,60.53,28.95,5.3,5.26,0.289
"103807","Soft-Ripened Cheese Brie",32.14,14.29,0,0,0,14.29,0.429
"103808","Soft-Ripened Cheese WheeBrie",32.14,14.29,0,0,0,14.29,0.429
"103810","Soft - Baked Cookies Salted Caramel Cashew",23.08,9.62,57.69,26.92,0,3.85,0.5
"103812","Soft  Whole Grain Oatmeal Bread",4.65,0,44.19,2.33,4.6,11.63,0.465
"103821","Soft & Chewy Granola",10.71,3.57,71.43,28.57,7.1,7.14,0.161
"103824","Soft & Chewy Mouth Puckering Candy",0,0,77.5,60,0,5,0.075
"103827","Soft & Delicious Frosted Sugar Cookies",15.50333,3.49,68.21667,41.86,0,3.876667,0.182
"103829","Soft & Juicy Mango",0,0,85.71,65.71,2.9,2.86,0.114
"103831","Soft & Sweet Hawaiian Dinner Rolls",2.33,1.16,34.88,11.63,0,9.3,0.442
"103832","Soft & Wholesome Plain Tortillas",5,2.5,37.5,5,7.5,7.5,0.45
"103833","Soft : Citron",10,4,65,40,7,8,0.2244094
"103836","Soft And Chewy Bagels",0,0,52.63,3.51,1.8,8.77,0.526
"103840","SOFT APRICOT APPLE Barres de céréales",4,1.5,75,39,4.5,4.5,0.2362205
"103843","Soft baked all chocolate",22,13.5,63,36.5,4,5.5,0.2401575
"103844","Soft Baked BarBlueberry",13.51,5.41,64.86,24.32,2.7,2.7,0.378
"103845","Soft Baked BarCheery Cobbler",10.29,5.88,73.53,35.29,2.9,2.94,0.265
"103847","Soft Baked BarCinnamon Bun",11.76,5.88,67.65,32.35,2.9,2.94,0.132
"103849","Soft Baked BiscottBanana",20,1.43,51.43,20,2.9,5.71,0.2
"103850","Soft Baked Breakfast Bars",8.11,0,67.57,29.73,8.1,2.7,0.311
"103851","Soft Baked Brown-Style Cookies",23,11,59,39,4,5.8,0.1771654
"103857","Soft Baked Cookies",14,6,72,36,0,4,0.36
"103859","Soft Baked MiniDouble Chocolate Brownie",17.86,8.93,57.14,28.57,3.6,3.57,0.25
"103860","Soft Baked MiniSnickerdoodle",12.5,7.14,57.14,25,0,3.57,0.304
"103861","Soft Baked Oatmeal Raisin Cookies",11.67,5,66.67,40,3.3,6.67,0.2
"103862","Soft Baked Oatmeal Squares Cinnamon Brown Sugar",14.3,2.86,65.7,25.7,5.71,5.71,0.371
"103864","Soft Baked Pretzels",1.56,0,53.12,1.56,1.6,7.81,0.8205
"103865","Soft Baked Snickerdoodle Cookies",16.67,0,66.67,33.33,4.8,4.76,0.429
"103866","Soft Baked Whole Grain Granola ClusterDouble Chocolate",15,5,63.33,23.33,6.7,6.67,0.1
"103868","Soft Baked Whole Grain GranolCranberry Almond",15,3.33,66.67,23.33,6.7,6.67,0.1
"103871","Soft Bröd",4.7,0.6,48,10,7,8.4,0.3
"103872","Soft Butter Apple CaramelApple Caramels",16.07,10.71,42.86,28.57,0,3.57,0.5
"103875","Soft Cake Himbeer",10,6,69,52,2,3,0
"103880","Soft Caramels",6.58,3.95,86.84,42.11,0,2.63,0.211
"103882","Soft Cheese 55%",23,16.3,0,0,0,15,1.181102
"103887","Soft Choc Chocolat Noir Banane Source De Fibres Alimentaires",21,12,62,39,5,6,0.1692913
"103889","Soft Choc Orange",19,9,61,44,4,8,0.1574803
"103890","Soft Citrus Fruits Amaretti Biscuits",6.25,0,70,57.5,2.5,15,0.1
"103891","Soft Citrus Puffs",0,0,93.75,93.75,0,0,0
"103892","Soft Cookie BarOatmeal Raisin",12,2,66,28,2,6,0.34
"103897","Soft CookieLemon Snickerdoodle",17.14,5.71,62.86,28.57,0,5.71,0.543
"103899","Soft CookieOatmeal Raisin",14,4,64,32,4,4,0.28
"103902","Soft Cookies",14.66667,5.166667,66.33333,31,2.666667,4.666667,0.4
"103908","Soft Cremes",16.67,11.9,71.43,47.62,0,2.38,0.333
"103911","Soft Delicious Chocolate Chip Cookies",14.29,8.93,46.43,17.86,0,3.57,0.179
"103912","Soft Delicious Fancy Cake",17.86,5.36,39.29,21.43,0,3.57,0.089
"103913","Soft Dinner Rolls",5.36,26.79,51.79,8.93,1.8,7.14,0.446
"103914","Soft Dinner RollWhite",3.75,0,50,7.5,2.5,7.5,0.4
"103915","Soft Donuts",8.89,3.33,51.11,17.78,4.4,2.22,0.333
"103917","Soft Dried Deglet Dates",0,0,67.5,55,7.5,2.5,0.008
"103921","Soft Drink",0,0,3.898,2.046,1.34,0,0.0064
"103924","Soft DrinSuntory (Lemon)",0,0,0,0,0,0,0
"103929","Soft Eating LicoricStrawberry",5,5,80,50,0,0,0.06
"103931","Soft Fraise & Amande",10,3.5,68,31,4.5,8,0.1653543
"103932","Soft French Bread",1.75,0,52.63,1.75,1.8,8.77,0.526
"103935","Soft Fruit Chews",8.75,5,75,62.5,0,2.5,0
"103939","Soft Hazelnut And Almond Praline",38.1,14.29,47.62,45.24,4.8,7.14,0.048
"103940","Soft Hazelnuts Nougat",28.57,1.79,50,46.43,3.6,7.14,0
"103942","Soft ice Coffee",6,5,34,32,1,3.5,0.03937008
"103944","Soft Ice Vanilla Chocolate",6,5,33,31,0.7,3.5,0.03937008
"103946","Soft Iced Oatmeal Cookies",12.12,4.55,72.73,42.42,3,3.03,0.288
"103949","Soft Licorice",0.625,0.625,79.06,43.125,0,2.81,0.1095
"103951","Soft Margarine",78.57,14.288,0,0,0,0,0.7214
"103954","Soft Milk Caramels In Pure Chocolate",14.29,9.52,78.57,57.14,2.4,2.38,0.107
"103955","Soft Mozzarella Cheese From Buffalo's Milk",21.43,10.71,0,0,0,17.86,0.286
"103957","Soft N' Buttery Popcorn Cake",17.86,14.29,64.29,53.57,3.6,3.57,0.375
"103959","Soft N' Chewy Chocolate Chip Granola Bars With AntioxidantChocolate",14.29,2.86,65.71,25.71,8.6,8.57,0.114
"103961","Soft Nad Chewy CookieChocolate Chip",20,12,68,36,0,4,0.68
"103962","Soft NougaAlmonds Hazelnuts",24,1.56,58,43.11,5.1,8,0.003
"103966","Soft Nougat With Lemon",23.33,1.67,60,60,3.3,6.67,0.05
"103969","Soft Nougat With Strawberries",20.67,1.33,59.67,59,3,7.67,0.043
"103970","Soft Nougat With Tropical Fruit",23.33,1.67,60,56.67,3.3,10,0.05
"103971","Soft Oatmeal Cookies",20,10,60,24,4,4,0.44
"103974","Soft Peppermint Puffs",0,0,93.75,93.75,0,0,0
"103975","Soft Peppermints Sweet Striped Mint Candy",0,0,93.75,93.75,0,0,0
"103976","Soft Prairie Rolls",13.33,1.67,35,5,3.3,8.33,0.225
"103979","Soft Pretzel Bites With Cheddar Filling",7.94,4.76,38.1,1.59,1.6,9.52,0.635
"103982","Soft Pretzel Sticks",3.49,1.16,44.19,0,2.3,9.3,0.535
"103984","Soft PretzelSweet Cinnamon",3.12,1.56,57.81,7.81,1.6,7.81,0.203
"103996","Soft Sea Salt Caramels",21.74,10.87,60.87,47.83,0,4.35,0.109
"103998","Soft Serve Milk",5.75,4.02,21.84,18.39,0,3.45,0.121
"103999","Soft Sliced Italian Bread",0,0,48.84,0,0,9.3,0.651
"104000","soft snack",19,10,59,40,5,9,0.18
"104002","Soft Spread",50,14.29,0,0,0,0,0.732
"104005","Soft Spreadable CheesSmoky Jalapeno",26.09,17.39,4.35,0,0,4.35,0.522
"104006","Soft Sub Rolls",4.23,0,45.07,4.23,1.4,8.45,0.437
"104009","Soft Sugar Old-Fashioned Cookies",16,8,72,32,0,4,0.48
"104010","Soft Taco Dinner Kit",4.88,1.83,37.8,3.66,3.7,7.32,1.183
"104015","Soft Taco Size Flour Tortillas",8.62,3.45,51.72,3.45,0,6.9,0.621
"104016","Soft Taco Size Tortillas",6.98,0,60.47,0,2.3,2.33,0.721
"104017","Soft Taco Tortillas",8.16,3.825,49.49,4.42,4.45,6.63,0.8145
"104019","Soft Tofu",3.53,0.295,1.765,0.59,0.6,7.06,0
"104020","Soft Top Variety Cookie TraChocolate-Chocolate ChiPumpkin Chocolate ChiCranberry OrangBanana Walnut Chocolate ChiApple Cinnamon",20,4.17,66.67,40,1.7,3.33,0.35
"104023","Soft Wheat Bread",2.88,0,46.15,3.85,3.8,9.62,0.481
"104024","Soft Wheat Bulkie Rolls",3.51,0,56.14,5.26,3.5,10.53,0.509
"104027","Soft White Brat Buns",5.41,0,48.65,5.41,1.4,8.11,0.5
"104028","Soft White Bread",2.88,0,50,5.77,1.9,7.69,0.462
"104030","Soft white farmhouse",2.5,1,43.4,1.7,2.7,9.9,0.3937008
"104031","Soft Whole Wheat Flatbread",2.83,0,37.74,1.89,11.3,13.21,0.491
"104034","Softcake",18.75,6.25,53.12,31.25,3.1,6.25,0.375
"104035","Softer Than BrittlCashew Brittle",21.43,3.57,57.14,35.71,3.6,10.71,0.482
"104038","Sogo BakerCoconut Macaroon",31.25,25,43.75,25,0,6.25,0.219
"104040","Sogokimyun",13.3,6.67,66.7,3.33,1.67,8.33,1.55
"104043","Soja",6.9,1.433333,21.3,7.866667,5.466667,13,0.02493438
"104045","Soja-Hack",2.6,0.4,1.9,1.9,3.7,16.6,0.3740157
"104049","Soja A cuisiner",17.9,1.8,2.3,2,0.6,3,0.03937008
"104052","Soja à tartiner",38,10,0,0,0.4,0,0.2
"104060","Soja brassé Citron au Bifidus Bio",2,0.3,9.1,7.8,0.4,3.6,0.004
"104062","Soja Calcium",2,0.3,4.5,3.5,0.5,3.6,0.05
"104063","Soja Cappuccino",1,0.2,5.4,4.6,0.5,2.2,0.07874016
"104065","soja chocolat",1.9,0.4,8.2,7.8,0.8,3.4,0.07
"104076","Soja Cuisine (17 % MG)",17,3,2.2,2.2,0.5,3,0.04
"104078","Soja Cuisine fluide",18,1.8,2.1,1.8,1,3.1,0.07086614
"104084","Soja douceur et calcium BIO",2.3,0.3,2.7,2.7,1.3,3.9,0.03149606
"104089","Soja drink nature Bio",1.8,0.3,3,2.9,0.5,3.2,0.03
"104091","Soja Drink Vanille",2,0.6,7,5.9,0.5,3.4,0.04724409
"104092","Soja du Sud-Ouest Spécial Cuisine",12,1.5,3.4,1.2,0.4,3.1,0.01968504
"104094","Soja Figue",18,2,62,22,5.4,11,0.3346457
"104096","Soja fruits mixés",1.7,0.3,11.3,10.5,1.2,3.1,0.03149606
"104097","Soja Gratin Bio",6.5,1.4,6.3,1.2,0.7,3.5,0.1968504
"104102","Soja Line Tofu Nature",9,1,2,0.4,0.4,17,0.1968504
"104103","Soja nature",2.1,0.4,1.1,0.3,1.3,3.8,0.03149606
"104106","Soja original saveur douce",1.8,0.3,2.5,2.5,0.5,3,0.04330709
"104107","Soja Pêche et Abricot",2,0.4,10.1,9.6,3.4,3.2,0.007874016
"104108","Soja Protein Schokolade",0.4,0.3,2.3,0.1,6,85.4,0.1
"104109","Soja saveur chocolat",1.8,0.4,7.8,7.5,0.9,3.1,0.05511811
"104110","Soja Saveur Chocolat",1.8,0.4,7.8,7.5,0.9,3.1,0.0511811
"104111","Soja saveur vanille",1.7,0.3,13.3,10.2,0,2.9,0.0511811
"104112","Soja Schnetzel",7.6,1.3,16.3,11.4,16.2,49.2,0.01181102
"104113","Soja Schnetzel fein",7.6,1.3,16,7.2,16,49,0.007874016
"104115","Soja SélectioSaveur Vanille",2.3,0.4,4.1,3.6,0.6,3.9,0.03
"104117","soja Sojurt Mangue",2,0.5,12,11,1.5,4,0
"104119","Soja spécial cuisine",18,2.1,3.8,3.1,0.5,3.1,0.05905512
"104123","Soja sur Lit de Fraise",1.7,0.3,13,12,1.2,3,0.03937008
"104124","Soja sur lit de mûre",1.7,0.3,13,11,1.2,2.9,0.03149606
"104125","Soja Vanille",1.8,0.3,2.5,1.8,0.5,3.7,0.1
"104126","Soja vanille bio",2.5,0.5,4,4,0.5,3.8,0
"104128","Soja Vanille Bio",2.5,0.5,4,4,0.5,3.8,0.04
"104130","Soja Vert Haricot Mungo",1.2,0.1,46.3,0,15,23.8,0.01574803
"104132","Sojade Bio So Hafer Heidelbeer150 G",1.5,0.2,13.9,8.4,1.5,1.3,0.03937008
"104138","Sojade Vanille",1.9,0.35,16.4,11.05,0.15,3.4,0.0492126
"104139","Sojadélice Abricot Goyave",2.4,0.4,10.5,10,0,4,0.03
"104141","Sojadrink vanille",1.8,0.5,7.5,7.4,0.5,3,0.03937008
"104145","Sojami à cuisiner",17,3.3,0.6,0.2,0.5,6.5,0.06692913
"104146","Sojami À Tartiner Basilic",12.9,2.95,1,0.1,0.7,10.7,0.63
"104149","Sojasauce",0.1,0,9.9,2.4,1.8,11,6.259843
"104152","Sojasun Maci picado vegetal",5.5,0.9,5.9,3.6,4.9,17,0.433
"104154","SojBoisson au Soja chocolat",2,0.4,9.8,9,1.2,3.4,0.03937008
